KeywordID,CategoryID
246,12
545,12
226,12
38,12
527,12
304,12
482,12
246,12
546,12
226,12
547,12
260,12
228,12
260,12
310,12
304,12
235,13
333,12
228,12
548,12
549,12
246,12
550,12
551,12
459,12
333,12
410,12
246,12
552,12
246,12
553,12
146,12
554,12
459,12
353,12
555,12
556,12
304,12
557,12
558,12
559,12
560,12
228,12
357,12
343,12
260,12
561,12
228,12
319,12
459,12
318,12
318,12
327,12
562,14
392,12
226,12
563,12
564,12
333,12
65,15
565,15
65,15
65,15
65,15
65,15
163,15
163,15
65,15
163,15
42,15
163,15
65,15
65,15
65,15
65,15
65,15
65,15
163,15
566,15
65,15
566,15
155,15
65,15
567,15
65,15
65,15
568,15
567,15
65,15
65,15
569,15
65,15
570,15
155,15
65,15
566,15
163,15
65,15
65,15
65,15
65,15
65,15
65,15
567,15
65,15
65,15
163,15
65,15
65,15
65,15
65,15
571,15
572,15
65,15
65,15
155,15
42,15
155,15
65,15
42,15
573,15
65,15
65,15
65,15
65,15
42,15
65,15
163,15
65,15
65,15
163,15
163,15
574,15
163,15
171,15
163,15
65,15
42,15
65,15
575,15
576,15
577,15
65,15
163,15
42,15
65,15
578,15
579,15
163,15
163,15
174,15
163,15
65,15
65,15
163,15
65,15
574,15
163,15
178,15
65,15
566,15
163,15
163,15
580,15
42,15
163,15
163,15
573,15
65,15
65,15
581,15
582,15
155,15
579,15
163,15
65,15
163,15
65,15
163,15
65,15
583,15
584,15
583,15
65,15
584,15
163,15
65,15
42,15
66,15
573,15
42,15
42,15
585,15
42,15
65,15
65,15
586,15
65,15
155,15
65,15
163,15
163,15
42,15
65,15
163,15
163,15
587,15
65,15
151,15
163,15
65,15
42,15
42,15
42,15
171,15
65,15
579,15
42,15
573,15
65,15
42,15
65,15
588,15
588,15
42,15
155,15
163,15
65,15
575,15
163,15
65,15
589,15
65,15
163,15
155,15
590,15
163,15
65,15
163,15
163,15
591,15
163,15
592,15
593,15
65,15
65,15
65,15
594,15
65,15
170,15
595,15
594,15
65,15
596,15
42,15
596,15
170,15
586,15
65,15
586,15
42,15
597,15
65,15
598,15
573,15
591,15
599,15
573,15
163,15
586,15
573,15
42,15
42,15
42,15
586,15
65,15
599,15
42,15
163,15
586,15
65,15
586,15
65,15
172,15
573,15
599,15
65,15
65,15
65,15
42,15
151,15
600,15
599,15
599,15
573,15
151,15
42,15
42,15
586,15
42,15
65,15
601,15
42,15
602,15
42,15
65,15
603,15
573,15
151,15
163,15
163,15
42,15
65,15
65,15
42,15
604,16
573,15
65,15
65,15
163,15
605,15
65,15
606,15
42,15
163,15
66,15
607,15
608,15
65,15
42,15
42,15
65,15
609,15
163,15
65,15
65,15
65,15
65,15
65,15
65,15
610,15
65,15
163,15
586,15
575,15
586,15
65,15
587,15
65,15
65,15
163,15
163,15
65,15
579,15
611,15
163,15
65,15
163,15
163,15
573,15
65,15
573,15
30,15
174,15
65,15
65,15
65,15
42,15
574,15
163,15
65,15
573,15
42,15
65,15
65,15
573,15
612,15
579,15
42,15
42,15
65,15
613,15
614,15
65,15
65,15
65,15
65,15
42,15
586,15
42,15
615,15
65,15
65,15
65,15
569,15
65,15
65,15
65,15
65,15
65,15
65,15
616,15
65,15
609,15
617,15
618,15
65,15
42,15
65,15
65,15
171,15
174,15
65,15
65,15
65,15
170,15
65,15
65,15
65,15
65,15
619,15
620,15
65,15
65,15
621,15
65,15
622,15
65,15
65,15
42,15
65,15
623,15
624,15
573,15
65,15
65,15
65,15
65,15
65,15
65,15
625,15
65,15
65,15
170,15
65,15
573,15
65,15
174,15
626,15
65,15
609,15
609,15
65,15
174,15
174,15
42,15
609,15
627,15
609,15
174,15
174,15
65,15
65,15
65,15
42,15
65,15
609,15
65,15
42,15
609,15
65,15
174,15
65,15
627,15
65,15
174,15
174,15
174,15
174,15
186,15
174,15
174,15
65,15
188,15
65,15
174,15
174,15
174,15
174,15
174,15
186,15
628,15
65,15
174,15
65,15
65,15
65,15
174,15
65,15
65,15
65,15
178,15
65,15
65,15
174,15
65,15
65,15
65,15
65,15
65,15
65,15
171,15
65,15
65,15
87,15
609,15
609,15
65,15
629,15
65,15
65,15
65,15
65,15
573,15
65,15
609,15
615,15
65,15
65,15
609,15
65,15
178,15
65,15
627,15
630,15
1,15
630,15
66,15
609,15
42,15
631,15
630,15
630,15
65,15
42,15
65,15
65,15
170,15
632,15
65,15
65,15
65,15
152,15
65,15
170,15
65,15
633,15
65,15
65,15
65,15
65,15
573,15
65,15
573,15
65,15
170,15
65,15
65,15
609,15
42,15
65,15
65,15
65,15
65,15
634,15
635,15
65,15
609,15
65,15
65,15
636,15
65,15
174,15
65,15
65,15
65,15
584,15
42,15
42,15
609,15
637,15
638,15
583,15
583,15
639,15
65,15
573,15
640,15
65,15
171,15
170,15
65,15
65,15
641,15
642,15
65,15
65,15
573,15
65,15
65,15
65,15
65,15
643,15
65,15
586,15
644,15
645,15
42,15
42,15
65,15
646,15
171,15
65,15
65,15
65,15
42,15
643,15
65,15
642,15
170,15
647,15
65,15
65,15
65,15
65,15
65,15
65,15
65,15
573,15
586,15
648,15
65,15
174,15
65,15
65,15
65,15
65,15
65,15
65,15
65,15
573,15
65,15
65,15
586,15
65,15
171,15
649,15
42,15
65,15
65,15
65,15
573,15
650,15
65,15
65,15
65,15
65,15
65,15
65,15
65,15
65,15
170,15
583,15
651,15
583,15
65,15
652,15
609,15
609,15
167,15
42,15
65,15
573,15
609,15
42,15
609,15
65,15
609,15
623,15
65,15
65,15
65,15
65,15
65,15
65,15
65,15
653,15
42,15
573,15
654,15
65,15
65,15
620,15
65,15
65,15
629,15
65,15
609,15
65,15
65,15
573,15
65,15
65,15
174,15
65,15
655,15
65,15
65,15
609,15
573,15
573,15
65,15
656,15
42,15
178,15
65,15
657,15
573,15
65,15
658,15
659,15
65,15
205,15
42,15
65,15
42,15
65,15
42,15
42,15
174,15
65,15
42,15
565,15
42,15
65,15
42,15
65,15
174,15
65,15
660,15
65,15
65,15
661,15
42,15
65,15
42,15
662,15
42,15
42,15
42,15
586,15
627,15
65,15
65,15
630,15
630,15
663,15
65,15
65,15
573,15
664,15
42,15
65,15
609,15
65,15
609,15
270,15
65,15
65,15
65,15
665,15
174,15
609,15
65,15
573,15
42,15
666,15
65,15
65,15
65,15
667,15
42,15
573,15
42,15
65,15
65,15
65,15
178,15
65,15
65,15
668,15
65,15
65,15
42,15
65,15
174,15
65,15
65,15
669,10
177,10
173,10
670,10
173,10
173,10
173,10
173,10
173,10
173,10
146,10
173,10
170,10
173,10
671,10
173,10
530,10
672,10
173,10
177,10
173,10
146,10
673,10
173,10
173,10
173,10
173,10
173,10
173,10
173,10
173,10
173,10
173,10
173,10
674,10
173,10
173,10
173,10
238,10
675,10
173,10
173,10
173,10
676,10
177,10
146,10
146,10
173,10
173,10
174,10
173,10
173,10
173,10
186,10
173,10
173,10
173,10
173,10
677,10
678,10
678,10
151,10
177,10
173,10
173,10
151,10
678,10
173,10
151,10
173,10
173,10
173,10
173,10
177,10
679,10
173,10
173,10
173,10
173,10
173,10
680,10
173,10
681,10
173,10
173,10
177,10
132,10
173,10
173,10
173,10
173,10
146,10
678,10
151,10
682,10
173,10
173,10
173,10
173,10
173,10
173,10
683,10
173,10
173,10
186,10
684,10
173,10
173,10
173,10
173,10
177,10
173,10
189,10
173,10
173,10
173,10
173,10
146,10
151,10
173,10
173,10
173,10
151,10
173,10
173,10
173,10
173,10
685,10
151,10
151,10
173,10
151,10
173,10
686,10
174,10
173,10
173,10
151,10
173,10
173,10
173,10
173,10
173,10
686,10
173,10
173,10
173,10
687,10
173,10
173,10
173,10
173,10
688,10
173,10
173,10
173,10
173,10
173,10
173,10
674,10
173,10
135,10
173,10
689,10
186,10
173,10
174,10
174,10
173,10
173,10
690,10
173,10
674,10
173,10
174,10
173,10
691,10
173,10
173,10
173,10
140,10
692,10
693,10
146,10
146,10
146,10
186,10
146,10
146,10
173,10
174,10
146,10
173,10
177,10
694,10
173,10
151,10
173,10
691,10
695,10
173,10
173,10
696,10
173,10
151,10
177,10
186,10
173,10
173,10
151,10
697,10
678,10
698,10
173,10
173,10
699,10
173,10
700,10
174,10
174,10
701,10
151,10
691,10
678,10
173,10
178,10
678,10
678,10
173,10
189,10
146,10
173,10
702,10
691,10
151,10
173,10
173,10
245,10
678,10
173,10
173,10
173,10
151,10
151,10
678,10
151,10
173,10
173,10
681,10
151,10
173,10
173,10
245,10
173,10
229,10
178,10
699,10
173,10
173,10
173,10
173,10
173,10
173,10
173,10
173,10
703,10
173,10
704,10
173,10
177,10
174,10
173,10
173,10
173,10
135,10
173,10
173,10
135,10
705,10
173,10
173,10
173,10
430,10
173,10
173,10
430,10
173,10
173,10
146,10
173,10
173,10
146,10
173,10
173,10
177,10
173,10
173,10
173,10
706,10
706,10
173,10
173,10
173,10
173,10
173,10
146,10
173,10
173,10
173,10
174,10
173,10
190,10
177,10
190,10
699,10
173,10
151,10
173,10
173,10
151,10
177,10
173,10
173,10
173,10
707,10
708,10
708,10
709,10
708,10
708,10
708,10
708,10
173,10
710,10
708,10
711,10
146,10
173,10
177,10
173,10
146,10
173,10
173,10
173,10
173,10
146,10
146,10
132,10
132,10
678,10
173,10
173,10
681,10
146,10
173,10
173,10
678,10
674,10
173,10
173,10
173,10
173,10
712,10
173,10
177,10
146,10
173,10
173,10
173,10
173,10
173,10
553,10
553,10
173,10
173,10
173,10
173,10
173,10
173,10
154,10
173,10
173,10
146,10
173,10
713,10
173,10
173,10
173,10
173,10
177,10
173,10
173,10
146,10
173,10
173,10
173,10
173,10
173,10
173,10
174,10
173,10
186,10
174,10
174,10
714,10
177,10
715,10
173,10
177,10
146,10
173,10
173,10
173,10
146,10
174,10
146,10
173,10
716,10
140,10
678,10
177,10
146,10
173,10
717,10
173,10
718,10
174,10
719,10
678,10
173,10
678,10
173,10
674,10
151,10
173,10
173,10
720,10
173,10
154,10
173,10
173,10
177,10
173,10
173,10
173,10
173,10
173,10
173,10
173,10
691,10
173,10
146,10
721,10
678,10
678,10
173,10
177,10
678,10
173,10
722,10
678,10
173,10
151,10
678,10
173,10
679,10
173,10
678,10
173,10
678,10
151,10
173,10
173,10
173,10
173,10
178,10
678,10
186,10
174,10
151,10
173,10
173,10
177,10
674,10
173,10
151,10
177,10
173,10
173,10
151,10
723,10
206,10
173,10
173,10
146,10
173,10
174,10
173,10
186,10
173,10
177,10
177,10
173,10
173,10
146,10
173,10
686,10
173,10
177,10
724,10
177,10
553,10
725,10
173,10
726,10
173,10
173,10
177,10
173,10
173,10
173,10
173,10
727,10
173,10
173,10
177,10
173,10
173,10
173,10
173,10
173,10
669,10
173,10
173,10
177,10
173,10
174,10
173,10
173,10
173,10
173,10
174,10
205,10
177,10
177,10
173,10
728,10
173,10
173,10
729,10
671,10
467,10
173,10
669,10
173,10
730,10
173,10
173,10
173,10
731,10
173,10
173,10
177,10
173,10
173,10
173,10
173,10
173,10
173,10
173,10
173,10
151,10
173,10
186,10
173,10
173,10
173,10
173,10
173,10
173,10
732,10
177,10
173,10
173,10
173,10
173,10
173,10
173,10
173,10
173,10
146,10
173,10
173,10
173,10
173,10
151,10
173,10
173,10
186,10
173,10
173,10
173,10
173,10
173,10
733,10
173,10
173,10
173,10
173,10
734,10
173,10
146,10
735,10
173,10
173,10
173,10
173,10
736,10
173,10
173,10
177,10
737,10
173,10
173,10
173,10
173,10
205,10
173,10
146,10
173,10
173,10
173,10
173,10
173,10
738,10
173,10
173,10
173,10
173,10
173,10
173,10
173,10
173,10
173,10
173,10
739,10
173,10
173,10
627,10
173,10
740,10
173,10
739,10
173,10
173,10
146,10
173,10
173,10
173,10
173,10
173,10
173,10
173,10
173,10
146,10
173,10
173,10
173,10
173,10
173,10
173,10
173,10
173,10
173,10
173,10
173,10
741,10
173,10
742,10
173,10
173,10
173,10
173,10
173,10
173,10
173,10
173,10
177,10
173,10
173,10
173,10
173,10
173,10
173,10
173,10
177,10
173,10
173,10
146,10
173,10
173,10
173,10
186,10
177,10
173,10
173,10
173,10
173,10
173,10
146,10
173,10
173,10
173,10
173,10
173,10
173,10
173,10
185,10
154,10
151,10
743,10
173,10
674,10
173,10
173,10
173,10
173,10
173,10
188,10
173,10
173,10
173,10
177,10
744,10
173,10
173,10
173,10
173,10
173,10
173,10
177,10
146,10
173,10
671,10
173,10
173,10
177,10
173,10
189,10
173,10
173,10
177,10
173,10
173,10
173,10
173,10
173,10
173,10
173,10
173,10
745,10
173,10
173,10
173,10
173,10
146,10
173,10
173,10
173,10
173,10
173,10
173,10
173,10
173,10
173,10
173,10
173,10
173,10
746,10
173,10
242,10
173,10
173,10
173,10
173,10
173,10
173,10
146,10
747,10
173,10
173,10
173,10
173,10
177,10
173,10
748,10
173,10
173,10
672,10
173,10
173,10
737,10
681,10
173,10
151,10
749,10
173,10
173,10
750,10
674,10
146,10
173,10
173,10
749,10
173,10
186,10
173,10
173,10
173,10
173,10
186,10
751,10
173,10
151,10
173,10
151,10
173,10
173,10
173,10
674,10
173,10
173,10
189,10
173,10
173,10
173,10
699,10
678,10
170,10
173,10
146,10
173,10
173,10
186,10
173,10
186,10
173,10
173,10
173,10
173,10
173,10
173,10
173,10
173,10
177,10
173,10
173,10
173,10
173,10
173,10
752,10
173,10
173,10
753,10
173,10
173,10
173,10
173,10
173,10
173,10
173,10
173,10
173,10
173,10
173,10
173,10
173,10
173,10
173,10
173,10
173,10
173,10
173,10
173,10
173,10
173,10
173,10
173,10
173,10
173,10
173,10
173,10
146,10
173,10
173,10
177,10
173,10
173,10
173,10
173,10
173,10
173,10
173,10
173,10
173,10
173,10
173,10
173,10
173,10
173,10
173,10
173,10
173,10
754,10
430,10
151,10
678,10
151,10
151,10
173,10
722,10
755,10
186,10
173,10
146,10
151,10
238,10
151,10
691,10
173,10
173,10
173,10
151,10
173,10
756,10
151,10
173,10
173,10
173,10
173,10
173,10
173,10
173,10
678,10
757,10
173,10
739,10
173,10
173,10
173,10
173,10
173,10
173,10
173,10
177,10
173,10
173,10
173,10
173,10
173,10
173,10
173,10
467,10
173,10
173,10
173,10
173,10
173,10
173,10
173,10
173,10
173,10
173,10
173,10
173,10
173,10
173,10
146,10
173,10
177,10
758,10
173,10
752,10
173,10
759,10
173,10
173,10
173,10
173,10
760,10
173,10
173,10
173,10
173,10
173,10
644,10
173,10
173,10
173,10
146,10
173,10
173,10
173,10
151,10
761,10
173,10
762,10
173,10
173,10
173,10
173,10
763,10
764,10
765,10
173,10
178,10
173,10
146,10
173,10
146,10
173,10
173,10
151,10
174,10
173,10
151,10
186,10
173,10
173,10
173,10
173,10
173,10
173,10
173,10
173,10
173,10
173,10
766,10
173,10
173,10
173,10
173,10
173,10
767,10
674,10
173,10
173,10
173,10
173,10
173,10
173,10
173,10
173,10
173,10
173,10
173,10
173,10
173,10
173,10
173,10
173,10
173,10
173,10
173,10
173,10
173,10
